sensor_id,data_type,timestamp,heartbeat
2,heart_rate,2024-06-01 13:49:19.004458,149
2,heart_rate,2024-06-01 13:49:20.004458,125
3,heart_rate,2024-06-01 13:49:21.004458,177
2,heart_rate,2024-06-01 13:49:22.004458,50
3,heart_rate,2024-06-01 13:49:23.004458,100
3,heart_rate,2024-06-01 13:49:24.004458,51
2,heart_rate,2024-06-01 13:49:25.004458,136
2,heart_rate,2024-06-01 13:49:26.004458,158
3,heart_rate,2024-06-01 13:49:27.004458,121
2,heart_rate,2024-06-01 13:49:28.004458,95
3,heart_rate,2024-06-01 13:49:29.004458,111
2,heart_rate,2024-06-01 13:49:30.004458,50
1,heart_rate,2024-06-01 13:49:31.004458,109
1,heart_rate,2024-06-01 13:49:32.004458,92
1,heart_rate,2024-06-01 13:49:33.004458,67
3,heart_rate,2024-06-01 13:49:34.004458,148
3,heart_rate,2024-06-01 13:49:35.004458,120
1,heart_rate,2024-06-01 13:49:36.004458,82
3,heart_rate,2024-06-01 13:49:37.004458,130
3,heart_rate,2024-06-01 13:49:38.004458,88
2,heart_rate,2024-06-01 13:49:39.004458,101
2,heart_rate,2024-06-01 13:49:40.004458,140
2,heart_rate,2024-06-01 13:49:41.004458,89
1,heart_rate,2024-06-01 13:49:42.004458,111
1,heart_rate,2024-06-01 13:49:43.004458,169
3,heart_rate,2024-06-01 13:49:44.004458,64
3,heart_rate,2024-06-01 13:49:45.004458,91
3,heart_rate,2024-06-01 13:49:46.004458,120
2,heart_rate,2024-06-01 13:49:47.004458,64
1,heart_rate,2024-06-01 13:49:48.004458,92
3,heart_rate,2024-06-01 13:49:49.004458,101
2,heart_rate,2024-06-01 13:49:50.004458,69
2,heart_rate,2024-06-01 13:49:51.004458,116
3,heart_rate,2024-06-01 13:49:52.004458,75
3,heart_rate,2024-06-01 13:49:53.004458,76
3,heart_rate,2024-06-01 13:49:54.004458,106
2,heart_rate,2024-06-01 13:49:55.004458,115
3,heart_rate,2024-06-01 13:49:56.004458,119
3,heart_rate,2024-06-01 13:49:57.004458,144
2,heart_rate,2024-06-01 13:49:58.004458,72
1,heart_rate,2024-06-01 13:49:59.004458,109
1,heart_rate,2024-06-01 13:50:00.004458,120
3,heart_rate,2024-06-01 13:50:01.004458,82
3,heart_rate,2024-06-01 13:50:02.004458,146
3,heart_rate,2024-06-01 13:50:03.004458,162
1,heart_rate,2024-06-01 13:50:04.004458,98
1,heart_rate,2024-06-01 13:50:05.004458,147
2,heart_rate,2024-06-01 13:50:06.004458,161
2,heart_rate,2024-06-01 13:50:07.004458,65
1,heart_rate,2024-06-01 13:50:08.004458,171
3,heart_rate,2024-06-01 13:50:09.004458,66
1,heart_rate,2024-06-01 13:50:10.004458,144
2,heart_rate,2024-06-01 13:50:11.004458,133
2,heart_rate,2024-06-01 13:50:12.004458,81
1,heart_rate,2024-06-01 13:50:13.004458,167
2,heart_rate,2024-06-01 13:50:14.004458,165
3,heart_rate,2024-06-01 13:50:15.004458,128
3,heart_rate,2024-06-01 13:50:16.004458,59
1,heart_rate,2024-06-01 13:50:17.004458,140
3,heart_rate,2024-06-01 13:50:18.004458,82
2,heart_rate,2024-06-01 13:50:19.004458,123
1,heart_rate,2024-06-01 13:50:20.004458,59
2,heart_rate,2024-06-01 13:50:21.004458,177
2,heart_rate,2024-06-01 13:50:22.004458,133
1,heart_rate,2024-06-01 13:50:23.004458,78
2,heart_rate,2024-06-01 13:50:24.004458,121
1,heart_rate,2024-06-01 13:50:25.004458,79
3,heart_rate,2024-06-01 13:50:26.004458,133
2,heart_rate,2024-06-01 13:50:27.004458,71
1,heart_rate,2024-06-01 13:50:28.004458,158
3,heart_rate,2024-06-01 13:50:29.004458,71
2,heart_rate,2024-06-01 13:50:30.004458,126
3,heart_rate,2024-06-01 13:50:31.004458,107
1,heart_rate,2024-06-01 13:50:32.004458,148
2,heart_rate,2024-06-01 13:50:33.004458,101
2,heart_rate,2024-06-01 13:50:34.004458,83
2,heart_rate,2024-06-01 13:50:35.004458,108
3,heart_rate,2024-06-01 13:50:36.004458,50
2,heart_rate,2024-06-01 13:50:37.004458,161
3,heart_rate,2024-06-01 13:50:38.004458,92
2,heart_rate,2024-06-01 13:50:39.004458,108
3,heart_rate,2024-06-01 13:50:40.004458,105
3,heart_rate,2024-06-01 13:50:41.004458,65
3,heart_rate,2024-06-01 13:50:42.004458,99
1,heart_rate,2024-06-01 13:50:43.004458,126
3,heart_rate,2024-06-01 13:50:44.004458,82
1,heart_rate,2024-06-01 13:50:45.004458,167
1,heart_rate,2024-06-01 13:50:46.004458,106
3,heart_rate,2024-06-01 13:50:47.004458,141
3,heart_rate,2024-06-01 13:50:48.004458,86
2,heart_rate,2024-06-01 13:50:49.004458,119
2,heart_rate,2024-06-01 13:50:50.004458,112
2,heart_rate,2024-06-01 13:50:51.004458,152
2,heart_rate,2024-06-01 13:50:52.004458,138
3,heart_rate,2024-06-01 13:50:53.004458,136
1,heart_rate,2024-06-01 13:50:54.004458,136
3,heart_rate,2024-06-01 13:50:55.004458,62
2,heart_rate,2024-06-01 13:50:56.004458,102
1,heart_rate,2024-06-01 13:50:57.004458,145
2,heart_rate,2024-06-01 13:50:58.004458,179
1,heart_rate,2024-06-01 13:50:59.004458,137
3,heart_rate,2024-06-01 13:51:00.004458,102
2,heart_rate,2024-06-01 13:51:01.004458,131
2,heart_rate,2024-06-01 13:51:02.004458,138
1,heart_rate,2024-06-01 13:51:03.004458,72
1,heart_rate,2024-06-01 13:51:04.004458,60
1,heart_rate,2024-06-01 13:51:05.004458,173
1,heart_rate,2024-06-01 13:51:06.004458,101
3,heart_rate,2024-06-01 13:51:07.004458,109
2,heart_rate,2024-06-01 13:51:08.004458,180
1,heart_rate,2024-06-01 13:51:09.004458,119
3,heart_rate,2024-06-01 13:51:10.004458,97
2,heart_rate,2024-06-01 13:51:11.004458,103
3,heart_rate,2024-06-01 13:51:12.004458,50
2,heart_rate,2024-06-01 13:51:13.004458,133
3,heart_rate,2024-06-01 13:51:14.004458,162
2,heart_rate,2024-06-01 13:51:15.004458,161
2,heart_rate,2024-06-01 13:51:16.004458,92
2,heart_rate,2024-06-01 13:51:17.004458,179
3,heart_rate,2024-06-01 13:51:18.004458,178
1,heart_rate,2024-06-01 13:51:19.004458,114
2,heart_rate,2024-06-01 13:51:20.004458,53
2,heart_rate,2024-06-01 13:51:21.004458,113
1,heart_rate,2024-06-01 13:51:22.004458,89
3,heart_rate,2024-06-01 13:51:23.004458,80
1,heart_rate,2024-06-01 13:51:24.004458,142
1,heart_rate,2024-06-01 13:51:25.004458,105
3,heart_rate,2024-06-01 13:51:26.004458,178
1,heart_rate,2024-06-01 13:51:27.004458,108
2,heart_rate,2024-06-01 13:51:28.004458,178
3,heart_rate,2024-06-01 13:51:29.004458,132
3,heart_rate,2024-06-01 13:51:30.004458,71
2,heart_rate,2024-06-01 13:51:31.004458,160
3,heart_rate,2024-06-01 13:51:32.004458,107
1,heart_rate,2024-06-01 13:51:33.004458,123
3,heart_rate,2024-06-01 13:51:34.004458,130
1,heart_rate,2024-06-01 13:51:35.004458,174
2,heart_rate,2024-06-01 13:51:36.004458,177
1,heart_rate,2024-06-01 13:51:37.004458,116
2,heart_rate,2024-06-01 13:51:38.004458,64
3,heart_rate,2024-06-01 13:51:39.004458,164
1,heart_rate,2024-06-01 13:51:40.004458,117
2,heart_rate,2024-06-01 13:51:41.004458,142
1,heart_rate,2024-06-01 13:51:42.004458,66
3,heart_rate,2024-06-01 13:51:43.004458,162
1,heart_rate,2024-06-01 13:51:44.004458,138
3,heart_rate,2024-06-01 13:51:45.004458,62
2,heart_rate,2024-06-01 13:51:46.004458,63
3,heart_rate,2024-06-01 13:51:47.004458,122
2,heart_rate,2024-06-01 13:51:48.004458,55
1,heart_rate,2024-06-01 13:51:49.004458,87
3,heart_rate,2024-06-01 13:51:50.004458,159
1,heart_rate,2024-06-01 13:51:51.004458,91
3,heart_rate,2024-06-01 13:51:52.004458,108
2,heart_rate,2024-06-01 13:51:53.004458,99
1,heart_rate,2024-06-01 13:51:54.004458,69
1,heart_rate,2024-06-01 13:51:55.004458,136
1,heart_rate,2024-06-01 13:51:56.004458,165
2,heart_rate,2024-06-01 13:51:57.004458,174
3,heart_rate,2024-06-01 13:51:58.004458,105
1,heart_rate,2024-06-01 13:51:59.004458,97
1,heart_rate,2024-06-01 13:52:00.004458,155
2,heart_rate,2024-06-01 13:52:01.004458,117
3,heart_rate,2024-06-01 13:52:02.004458,175
3,heart_rate,2024-06-01 13:52:03.004458,83
3,heart_rate,2024-06-01 13:52:04.004458,175
2,heart_rate,2024-06-01 13:52:05.004458,78
1,heart_rate,2024-06-01 13:52:06.004458,177
3,heart_rate,2024-06-01 13:52:07.004458,159
1,heart_rate,2024-06-01 13:52:08.004458,67
3,heart_rate,2024-06-01 13:52:09.004458,127
3,heart_rate,2024-06-01 13:52:10.004458,67
1,heart_rate,2024-06-01 13:52:11.004458,103
3,heart_rate,2024-06-01 13:52:12.004458,50
2,heart_rate,2024-06-01 13:52:13.004458,160
1,heart_rate,2024-06-01 13:52:14.004458,70
3,heart_rate,2024-06-01 13:52:15.004458,120
2,heart_rate,2024-06-01 13:52:16.004458,116
1,heart_rate,2024-06-01 13:52:17.004458,168
2,heart_rate,2024-06-01 13:52:18.004458,171
3,heart_rate,2024-06-01 13:52:19.004458,90
1,heart_rate,2024-06-01 13:52:20.004458,158
3,heart_rate,2024-06-01 13:52:21.004458,137
1,heart_rate,2024-06-01 13:52:22.004458,171
2,heart_rate,2024-06-01 13:52:23.004458,154
2,heart_rate,2024-06-01 13:52:24.004458,59
1,heart_rate,2024-06-01 13:52:25.004458,146
1,heart_rate,2024-06-01 13:52:26.004458,174
2,heart_rate,2024-06-01 13:52:27.004458,178
1,heart_rate,2024-06-01 13:52:28.004458,59
3,heart_rate,2024-06-01 13:52:29.004458,99
3,heart_rate,2024-06-01 13:52:30.004458,59
1,heart_rate,2024-06-01 13:52:31.004458,98
3,heart_rate,2024-06-01 13:52:32.004458,174
1,heart_rate,2024-06-01 13:52:33.004458,54
2,heart_rate,2024-06-01 13:52:34.004458,172
3,heart_rate,2024-06-01 13:52:35.004458,177
2,heart_rate,2024-06-01 13:52:36.004458,149
3,heart_rate,2024-06-01 13:52:37.004458,129
1,heart_rate,2024-06-01 13:52:38.004458,108
3,heart_rate,2024-06-01 13:52:39.004458,141
2,heart_rate,2024-06-01 13:52:40.004458,98
3,heart_rate,2024-06-01 13:52:41.004458,105
1,heart_rate,2024-06-01 13:52:42.004458,177
2,heart_rate,2024-06-01 13:52:43.004458,106
2,heart_rate,2024-06-01 13:52:44.004458,63
2,heart_rate,2024-06-01 13:52:45.004458,97
1,heart_rate,2024-06-01 13:52:46.004458,152
3,heart_rate,2024-06-01 13:52:47.004458,108
1,heart_rate,2024-06-01 13:52:48.004458,88
1,heart_rate,2024-06-01 13:52:49.004458,122
1,heart_rate,2024-06-01 13:52:50.004458,72
2,heart_rate,2024-06-01 13:52:51.004458,124
1,heart_rate,2024-06-01 13:52:52.004458,81
1,heart_rate,2024-06-01 13:52:53.004458,78
3,heart_rate,2024-06-01 13:52:54.004458,141
2,heart_rate,2024-06-01 13:52:55.004458,148
1,heart_rate,2024-06-01 13:52:56.004458,78
1,heart_rate,2024-06-01 13:52:57.004458,145
3,heart_rate,2024-06-01 13:52:58.004458,136
2,heart_rate,2024-06-01 13:52:59.004458,59
2,heart_rate,2024-06-01 13:53:00.004458,68
1,heart_rate,2024-06-01 13:53:01.004458,131
2,heart_rate,2024-06-01 13:53:02.004458,106
3,heart_rate,2024-06-01 13:53:03.004458,135
1,heart_rate,2024-06-01 13:53:04.004458,82
2,heart_rate,2024-06-01 13:53:05.004458,165
2,heart_rate,2024-06-01 13:53:06.004458,103
1,heart_rate,2024-06-01 13:53:07.004458,67
1,heart_rate,2024-06-01 13:53:08.004458,109
2,heart_rate,2024-06-01 13:53:09.004458,169
3,heart_rate,2024-06-01 13:53:10.004458,79
1,heart_rate,2024-06-01 13:53:11.004458,118
2,heart_rate,2024-06-01 13:53:12.004458,129
3,heart_rate,2024-06-01 13:53:13.004458,142
2,heart_rate,2024-06-01 13:53:14.004458,163
3,heart_rate,2024-06-01 13:53:15.004458,77
1,heart_rate,2024-06-01 13:53:16.004458,146
3,heart_rate,2024-06-01 13:53:17.004458,67
2,heart_rate,2024-06-01 13:53:18.004458,64
2,heart_rate,2024-06-01 13:53:19.004458,61
2,heart_rate,2024-06-01 13:53:20.004458,145
1,heart_rate,2024-06-01 13:53:21.004458,54
1,heart_rate,2024-06-01 13:53:22.004458,141
1,heart_rate,2024-06-01 13:53:23.004458,63
2,heart_rate,2024-06-01 13:53:24.004458,173
1,heart_rate,2024-06-01 13:53:25.004458,89
3,heart_rate,2024-06-01 13:53:26.004458,146
1,heart_rate,2024-06-01 13:53:27.004458,164
1,heart_rate,2024-06-01 13:53:28.004458,97
3,heart_rate,2024-06-01 13:53:29.004458,125
1,heart_rate,2024-06-01 13:53:30.004458,122
1,heart_rate,2024-06-01 13:53:31.004458,126
3,heart_rate,2024-06-01 13:53:32.004458,67
1,heart_rate,2024-06-01 13:53:33.004458,177
1,heart_rate,2024-06-01 13:53:34.004458,161
3,heart_rate,2024-06-01 13:53:35.004458,177
2,heart_rate,2024-06-01 13:53:36.004458,56
3,heart_rate,2024-06-01 13:53:37.004458,179
3,heart_rate,2024-06-01 13:53:38.004458,109
2,heart_rate,2024-06-01 13:53:39.004458,82
1,heart_rate,2024-06-01 13:53:40.004458,105
1,heart_rate,2024-06-01 13:53:41.004458,120
3,heart_rate,2024-06-01 13:53:42.004458,97
1,heart_rate,2024-06-01 13:53:43.004458,77
1,heart_rate,2024-06-01 13:53:44.004458,101
1,heart_rate,2024-06-01 13:53:45.004458,60
3,heart_rate,2024-06-01 13:53:46.004458,60
3,heart_rate,2024-06-01 13:53:47.004458,124
1,heart_rate,2024-06-01 13:53:48.004458,89
1,heart_rate,2024-06-01 13:53:49.004458,127
1,heart_rate,2024-06-01 13:53:50.004458,174
1,heart_rate,2024-06-01 13:53:51.004458,160
3,heart_rate,2024-06-01 13:53:52.004458,125
3,heart_rate,2024-06-01 13:53:53.004458,106
2,heart_rate,2024-06-01 13:53:54.004458,134
3,heart_rate,2024-06-01 13:53:55.004458,135
1,heart_rate,2024-06-01 13:53:56.004458,109
3,heart_rate,2024-06-01 13:53:57.004458,69
3,heart_rate,2024-06-01 13:53:58.004458,126
3,heart_rate,2024-06-01 13:53:59.004458,71
1,heart_rate,2024-06-01 13:54:00.004458,82
1,heart_rate,2024-06-01 13:54:01.004458,80
1,heart_rate,2024-06-01 13:54:02.004458,69
1,heart_rate,2024-06-01 13:54:03.004458,58
3,heart_rate,2024-06-01 13:54:04.004458,64
2,heart_rate,2024-06-01 13:54:05.004458,95
1,heart_rate,2024-06-01 13:54:06.004458,174
1,heart_rate,2024-06-01 13:54:07.004458,161
3,heart_rate,2024-06-01 13:54:08.004458,177
3,heart_rate,2024-06-01 13:54:09.004458,87
1,heart_rate,2024-06-01 13:54:10.004458,136
1,heart_rate,2024-06-01 13:54:11.004458,57
3,heart_rate,2024-06-01 13:54:12.004458,155
1,heart_rate,2024-06-01 13:54:13.004458,105
2,heart_rate,2024-06-01 13:54:14.004458,133
1,heart_rate,2024-06-01 13:54:15.004458,109
2,heart_rate,2024-06-01 13:54:16.004458,62
2,heart_rate,2024-06-01 13:54:17.004458,81
2,heart_rate,2024-06-01 13:54:18.004458,57
3,heart_rate,2024-06-01 13:54:19.004458,142
2,heart_rate,2024-06-01 13:54:20.004458,148
1,heart_rate,2024-06-01 13:54:21.004458,99
1,heart_rate,2024-06-01 13:54:22.004458,72
3,heart_rate,2024-06-01 13:54:23.004458,75
1,heart_rate,2024-06-01 13:54:24.004458,59
3,heart_rate,2024-06-01 13:54:25.004458,180
1,heart_rate,2024-06-01 13:54:26.004458,141
2,heart_rate,2024-06-01 13:54:27.004458,118
2,heart_rate,2024-06-01 13:54:28.004458,122
1,heart_rate,2024-06-01 13:54:29.004458,70
2,heart_rate,2024-06-01 13:54:30.004458,177
2,heart_rate,2024-06-01 13:54:31.004458,71
3,heart_rate,2024-06-01 13:54:32.004458,126
1,heart_rate,2024-06-01 13:54:33.004458,86
3,heart_rate,2024-06-01 13:54:34.004458,79
1,heart_rate,2024-06-01 13:54:35.004458,95
1,heart_rate,2024-06-01 13:54:36.004458,149
3,heart_rate,2024-06-01 13:54:37.004458,180
1,heart_rate,2024-06-01 13:54:38.004458,144
2,heart_rate,2024-06-01 13:54:39.004458,175
1,heart_rate,2024-06-01 13:54:40.004458,94
2,heart_rate,2024-06-01 13:54:41.004458,180
2,heart_rate,2024-06-01 13:54:42.004458,108
2,heart_rate,2024-06-01 13:54:43.004458,163
1,heart_rate,2024-06-01 13:54:44.004458,158
1,heart_rate,2024-06-01 13:54:45.004458,79
1,heart_rate,2024-06-01 13:54:46.004458,92
1,heart_rate,2024-06-01 13:54:47.004458,170
1,heart_rate,2024-06-01 13:54:48.004458,114
3,heart_rate,2024-06-01 13:54:49.004458,138
2,heart_rate,2024-06-01 13:54:50.004458,134
3,heart_rate,2024-06-01 13:54:51.004458,141
2,heart_rate,2024-06-01 13:54:52.004458,121
2,heart_rate,2024-06-01 13:54:53.004458,122
2,heart_rate,2024-06-01 13:54:54.004458,103
1,heart_rate,2024-06-01 13:54:55.004458,83
2,heart_rate,2024-06-01 13:54:56.004458,135
1,heart_rate,2024-06-01 13:54:57.004458,126
2,heart_rate,2024-06-01 13:54:58.004458,72
1,heart_rate,2024-06-01 13:54:59.004458,108
1,heart_rate,2024-06-01 13:55:00.004458,178
1,heart_rate,2024-06-01 13:55:01.004458,53
2,heart_rate,2024-06-01 13:55:02.004458,105
1,heart_rate,2024-06-01 13:55:03.004458,169
3,heart_rate,2024-06-01 13:55:04.004458,104
2,heart_rate,2024-06-01 13:55:05.004458,177
3,heart_rate,2024-06-01 13:55:06.004458,121
3,heart_rate,2024-06-01 13:55:07.004458,137
1,heart_rate,2024-06-01 13:55:08.004458,150
1,heart_rate,2024-06-01 13:55:09.004458,68
1,heart_rate,2024-06-01 13:55:10.004458,115
2,heart_rate,2024-06-01 13:55:11.004458,145
2,heart_rate,2024-06-01 13:55:12.004458,81
1,heart_rate,2024-06-01 13:55:13.004458,162
2,heart_rate,2024-06-01 13:55:14.004458,107
2,heart_rate,2024-06-01 13:55:15.004458,177
1,heart_rate,2024-06-01 13:55:16.004458,171
1,heart_rate,2024-06-01 13:55:17.004458,157
1,heart_rate,2024-06-01 13:55:18.004458,131
3,heart_rate,2024-06-01 13:55:19.004458,115
3,heart_rate,2024-06-01 13:55:20.004458,135
2,heart_rate,2024-06-01 13:55:21.004458,118
1,heart_rate,2024-06-01 13:55:22.004458,90
3,heart_rate,2024-06-01 13:55:23.004458,101
1,heart_rate,2024-06-01 13:55:24.004458,77
3,heart_rate,2024-06-01 13:55:25.004458,80
2,heart_rate,2024-06-01 13:55:26.004458,68
2,heart_rate,2024-06-01 13:55:27.004458,172
3,heart_rate,2024-06-01 13:55:28.004458,145
3,heart_rate,2024-06-01 13:55:29.004458,165
2,heart_rate,2024-06-01 13:55:30.004458,73
1,heart_rate,2024-06-01 13:55:31.004458,57
1,heart_rate,2024-06-01 13:55:32.004458,82
2,heart_rate,2024-06-01 13:55:33.004458,122
2,heart_rate,2024-06-01 13:55:34.004458,166
2,heart_rate,2024-06-01 13:55:35.004458,145
1,heart_rate,2024-06-01 13:55:36.004458,95
1,heart_rate,2024-06-01 13:55:37.004458,88
2,heart_rate,2024-06-01 13:55:38.004458,128
3,heart_rate,2024-06-01 13:55:39.004458,54
2,heart_rate,2024-06-01 13:55:40.004458,113
2,heart_rate,2024-06-01 13:55:41.004458,81
1,heart_rate,2024-06-01 13:55:42.004458,72
1,heart_rate,2024-06-01 13:55:43.004458,110
2,heart_rate,2024-06-01 13:55:44.004458,69
1,heart_rate,2024-06-01 13:55:45.004458,157
3,heart_rate,2024-06-01 13:55:46.004458,75
2,heart_rate,2024-06-01 13:55:47.004458,145
2,heart_rate,2024-06-01 13:55:48.004458,90
3,heart_rate,2024-06-01 13:55:49.004458,82
1,heart_rate,2024-06-01 13:55:50.004458,105
2,heart_rate,2024-06-01 13:55:51.004458,158
2,heart_rate,2024-06-01 13:55:52.004458,114
3,heart_rate,2024-06-01 13:55:53.004458,162
2,heart_rate,2024-06-01 13:55:54.004458,98
3,heart_rate,2024-06-01 13:55:55.004458,112
1,heart_rate,2024-06-01 13:55:56.004458,143
3,heart_rate,2024-06-01 13:55:57.004458,175
3,heart_rate,2024-06-01 13:55:58.004458,156
2,heart_rate,2024-06-01 13:55:59.004458,95
2,heart_rate,2024-06-01 13:56:00.004458,168
2,heart_rate,2024-06-01 13:56:01.004458,139
2,heart_rate,2024-06-01 13:56:02.004458,139
3,heart_rate,2024-06-01 13:56:03.004458,159
2,heart_rate,2024-06-01 13:56:04.004458,61
2,heart_rate,2024-06-01 13:56:05.004458,67
3,heart_rate,2024-06-01 13:56:06.004458,143
3,heart_rate,2024-06-01 13:56:07.004458,131
3,heart_rate,2024-06-01 13:56:08.004458,67
3,heart_rate,2024-06-01 13:56:09.004458,75
3,heart_rate,2024-06-01 13:56:10.004458,136
2,heart_rate,2024-06-01 13:56:11.004458,123
1,heart_rate,2024-06-01 13:56:12.004458,138
3,heart_rate,2024-06-01 13:56:13.004458,56
1,heart_rate,2024-06-01 13:56:14.004458,141
2,heart_rate,2024-06-01 13:56:15.004458,90
3,heart_rate,2024-06-01 13:56:16.004458,174
1,heart_rate,2024-06-01 13:56:17.004458,115
3,heart_rate,2024-06-01 13:56:18.004458,99
3,heart_rate,2024-06-01 13:56:19.004458,149
1,heart_rate,2024-06-01 13:56:20.004458,116
1,heart_rate,2024-06-01 13:56:21.004458,132
2,heart_rate,2024-06-01 13:56:22.004458,165
3,heart_rate,2024-06-01 13:56:23.004458,168
3,heart_rate,2024-06-01 13:56:24.004458,137
1,heart_rate,2024-06-01 13:56:25.004458,83
1,heart_rate,2024-06-01 13:56:26.004458,102
1,heart_rate,2024-06-01 13:56:27.004458,144
1,heart_rate,2024-06-01 13:56:28.004458,128
3,heart_rate,2024-06-01 13:56:29.004458,104
2,heart_rate,2024-06-01 13:56:30.004458,79
3,heart_rate,2024-06-01 13:56:31.004458,78
3,heart_rate,2024-06-01 13:56:32.004458,176
1,heart_rate,2024-06-01 13:56:33.004458,79
3,heart_rate,2024-06-01 13:56:34.004458,152
1,heart_rate,2024-06-01 13:56:35.004458,101
1,heart_rate,2024-06-01 13:56:36.004458,145
3,heart_rate,2024-06-01 13:56:37.004458,57
3,heart_rate,2024-06-01 13:56:38.004458,153
1,heart_rate,2024-06-01 13:56:39.004458,135
1,heart_rate,2024-06-01 13:56:40.004458,62
3,heart_rate,2024-06-01 13:56:41.004458,119
2,heart_rate,2024-06-01 13:56:42.004458,58
2,heart_rate,2024-06-01 13:56:43.004458,117
1,heart_rate,2024-06-01 13:56:44.004458,104
3,heart_rate,2024-06-01 13:56:45.004458,81
2,heart_rate,2024-06-01 13:56:46.004458,152
3,heart_rate,2024-06-01 13:56:47.004458,155
1,heart_rate,2024-06-01 13:56:48.004458,111
3,heart_rate,2024-06-01 13:56:49.004458,136
3,heart_rate,2024-06-01 13:56:50.004458,114
3,heart_rate,2024-06-01 13:56:51.004458,102
3,heart_rate,2024-06-01 13:56:52.004458,120
2,heart_rate,2024-06-01 13:56:53.004458,118
2,heart_rate,2024-06-01 13:56:54.004458,105
1,heart_rate,2024-06-01 13:56:55.004458,86
1,heart_rate,2024-06-01 13:56:56.004458,166
2,heart_rate,2024-06-01 13:56:57.004458,71
1,heart_rate,2024-06-01 13:56:58.004458,132
3,heart_rate,2024-06-01 13:56:59.004458,142
3,heart_rate,2024-06-01 13:57:00.004458,90
3,heart_rate,2024-06-01 13:57:01.004458,63
2,heart_rate,2024-06-01 13:57:02.004458,76
2,heart_rate,2024-06-01 13:57:03.004458,69
1,heart_rate,2024-06-01 13:57:04.004458,113
3,heart_rate,2024-06-01 13:57:05.004458,160
3,heart_rate,2024-06-01 13:57:06.004458,128
3,heart_rate,2024-06-01 13:57:07.004458,117
1,heart_rate,2024-06-01 13:57:08.004458,117
1,heart_rate,2024-06-01 13:57:09.004458,53
3,heart_rate,2024-06-01 13:57:10.004458,92
3,heart_rate,2024-06-01 13:57:11.004458,100
1,heart_rate,2024-06-01 13:57:12.004458,99
2,heart_rate,2024-06-01 13:57:13.004458,77
3,heart_rate,2024-06-01 13:57:14.004458,59
1,heart_rate,2024-06-01 13:57:15.004458,100
2,heart_rate,2024-06-01 13:57:16.004458,83
